#Time To Switch#	#Num of Incorrect Switch#	#Target Mode#	#Current Mode#
4.342582	1	Segway	
4.359629	1	Segway	Segway
18.33572	1	Segway	Segway
18.3522	1	Segway	Segway
18.36906	1	Segway	
18.65099	2	Segway	
18.66737	3	Segway	
18.68393	3	Segway	Segway
65.02097	3	Segway	Segway
65.03836	3	Segway	
65.36933	4	Segway	
65.38603	5	Segway	
65.40217	6	Segway	
65.41861	7	Segway	
65.43507	7	Segway	Segway
65.91674	7	Segway	Segway
65.93255	7	Segway	Segway
65.94918	7	Segway	
66.46365	8	Segway	
66.4798	8	Segway	Segway
72.94552	8	Segway	Segway
72.96214	8	Segway	
73.32716	9	Segway	
73.34357	10	Segway	
73.36047	11	Segway	
73.37729	12	Segway	
73.39351	12	Segway	Segway
104.9924	12	Segway	
105.2244	13	Segway	
105.2416	14	Segway	
105.2573	14	Segway	Segway
0	0		
0.01596593	0		
0.03261974	0		
0.04962322	0		
0.06672838	0		
0.08233099	0		
0.0987613	0		
0.1156361	0		
0.1321765	0		
0.1489072	0		
0.1652398	0		
0.1817854	0		
0.1985599	0		
0.2150847	0		
0.2318758	0		
0.2484385	0		
0.2650241	0		
0.2812331	0		
0.2979542	0		
0.3144186	0		
0.3320659	0		
0.3476245	0		
0.3650552	0		
0.3810099	0		
0.3977102	0		
0.4140726	0		
0.430498	0		
0.4470408	0		
0.4644715	0		
0.4804547	0		
0.4970577	0		
0.5137149	0		
0.5301216	0		
0.5466034	0		
0.5632972	0		
0.5795396	0		
0.5966944	0		
0.6127133	0		
0.6296796	0		
0.6462522	0		
0.6630479	0		
0.6792634	0		
0.6958512	0		
0.7123097	0		
0.7290367	0		
0.7462026	0		
0.7625052	0		
0.77873	0		
0.7960522	0		
0.8116929	0		
0.8290188	0		
1.757272	1	Segway	
1.773602	1	Segway	Segway
5.354752	1	Segway	
5.719704	2	Segway	
5.736226	2	Segway	Segway
24.50323	2	Segway	Segway
24.5195	2	Segway	
24.83499	3	Segway	
24.85141	3	Segway	Segway
32.36172	3	Segway	
32.57735	4	Segway	
32.59421	5	Segway	
32.61078	5	Segway	Segway
54.85917	5	Segway	
55.0582	6	Segway	
55.07549	6	Segway	Segway
78.10212	6	Segway	Segway
78.11871	6	Segway	Segway
78.13528	6	Segway	
78.45026	7	Segway	
78.46674	8	Segway	
78.48409	8	Segway	Segway
82.7439	8	Segway	Segway
82.76079	8	Segway	
82.97607	9	Segway	
82.99295	9	Segway	Segway
94.64884	9	Segway	
94.87981	10	Segway	
94.89716	10	Segway	Segway
0	0		
0.01637264	0		
0.03766799	0		
0.05024507	0		
0.06690601	0		
0.08313202	0		
0.1000031	0		
0.1163522	0		
0.1329989	0		
0.149313	0		
0.1657566	0		
0.182424	0		
0.1996119	0		
0.2158361	0		
0.2324211	0		
0.2489695	0		
0.2656524	0		
0.2822905	0		
0.2986504	0		
0.3150804	0		
0.3318523	0		
0.3482159	0		
0.3649209	0		
0.381327	0		
0.39908	0		
0.414452	0		
0.4313389	0		
0.4477528	0		
0.46476	0		
0.4807247	0		
0.4979173	0		
0.5138531	0		
0.5310259	0		
0.5472541	0		
0.5644513	0		
0.5802604	0		
0.5971017	0		
4.244556	1	Surfing	
4.261353	2	Surfing	
4.277766	2	Surfing	Surfing
0	0		
0.01679548	0		
0.03360614	0		
0.04989447	0		
0.06677767	0		
0.08341628	0		
0.1002248	0		
0.1161557	0		
0.1331979	0		
0.1532731	0		
0.1664984	0		
0.1822948	0		
0.199199	0		
0.2162918	0		
0.232298	0		
0.2495638	0		
0.2654082	0		
0.2824216	0		
0.2988826	0		
0.3157834	0		
0.3317707	0		
0.3490994	0		
0.3648248	0		
0.3814529	0		
0.3979653	0		
0.4147524	0		
0.4311802	0		
0.4483086	0		
0.4646215	0		
0.481111	0		
0.4975155	0		
0.5141789	0		
0.5306405	0		
2.255062	1	Segway	
2.271873	1	Segway	Segway
0	0		
0.01704006	0		
0.03425588	0		
0.05026831	0		
0.06674449	0		
0.08395784	0		
0.1001445	0		
0.1164759	0		
0.1332825	0		
0.1500386	0		
0.1677935	0		
0.183553	0		
0.1994898	0		
0.2163271	0		
0.232736	0		
0.2492807	0		
0.2655322	0		
0.2836098	0		
0.2990038	0		
0.3154803	0		
0.3319877	0		
0.3487305	0		
0.3653514	0		
0.3822768	0		
0.3985899	0		
0.4153411	0		
0.431918	0		
0.4499243	0		
0.4647253	0		
0.482296	0		
0.4979377	0		
0.5143848	0		
0.5310975	0		
0.5479131	0		
0.5644318	0		
0.5814595	0		
0.5971644	0		
0.6140668	0		
0.6306081	0		
2.304241	1	Surfing	
2.321075	1	Surfing	Surfing
0	0		
0.0164179	0		
0.03999574	0		
0.04957145	0		
0.0664531	0		
0.08300027	0		
0.09939834	0		
0.1162198	0		
0.133214	0		
0.1491592	0		
0.1655625	0		
0.1822287	0		
0.1991801	0		
0.2153956	0		
0.2318213	0		
0.2485774	0		
0.2655204	0		
0.2816788	0		
0.2984222	0		
0.3146826	0		
0.3316408	0		
0.3480346	0		
0.3643653	0		
0.3814228	0		
0.3978955	0		
0.4148066	0		
0.4306715	0		
0.447364	0		
0.4640389	0		
1.442198	0	Walking	Walking
1.807094	0	Walking	
