#Time To Switch#	#Num of Incorrect Switch#	#Target Mode#	#Current Mode#
1.88993	0	Walking	Walking
2.470375	0	Walking	
2.486917	0	Walking	Walking
2.668858	0	Walking	
2.934595	0	Walking	Walking
3.199579	0	Walking	Walking
3.216261	0	Walking	Walking
3.415033	0	Walking	
3.532017	0	Walking	Walking
3.945849	0	Walking	
4.144257	0	Walking	Walking
4.359989	0	Walking	
5.221953	0	Walking	Walking
5.785942	0	Walking	
5.985418	0	Walking	Walking
6.20036	0	Walking	
6.350059	0	Walking	Walking
6.664641	0	Walking	
6.830582	0	Walking	Walking
7.128659	0	Walking	Walking
7.361171	0	Walking	
7.493906	0	Walking	Walking
7.675839	0	Walking	
7.69281	0	Walking	Walking
7.908072	0	Walking	
8.720402	0	Walking	Walking
9.117891	0	Walking	
9.39975	0	Walking	Walking
9.831607	0	Walking	
9.930208	0	Walking	Walking
10.07927	0	Walking	
10.14554	0	Walking	Walking
10.27841	0	Walking	
10.37772	0	Walking	Walking
10.44418	0	Walking	
10.71007	0	Walking	Walking
11.07427	0	Walking	
11.17361	0	Walking	Walking
11.55532	0	Walking	
11.73748	0	Walking	Walking
12.15211	0	Walking	
12.26809	0	Walking	Walking
12.41737	0	Walking	
12.4344	0	Walking	Walking
12.59984	0	Walking	
12.7159	0	Walking	Walking
12.76589	0	Walking	
12.81546	0	Walking	Walking
12.93135	0	Walking	
13.29643	0	Walking	Walking
13.9097	0	Walking	
14.04246	0	Walking	Walking
14.19181	0	Walking	
14.24134	0	Walking	Walking
14.30756	0	Walking	
14.49025	0	Walking	Walking
14.62302	0	Walking	
0	0		
0.01659708	0		
0.03327011	0		
0.0498957	0		
0.0661118	0		
0.08245035	0		
0.09998082	0		
0.1160146	0		
0.1324381	0		
0.1491673	0		
0.1657274	0		
0.1821869	0		
0.1992421	0		
0.2816171	1		
0.2984135	2		
0.3148302	3		
0.3311703	4		
1.027773	0	Walking	Walking
1.226819	0	Walking	
1.259718	0	Walking	Walking
1.425783	0	Walking	
1.524901	0	Walking	Walking
1.624454	0	Walking	
1.757079	0	Walking	Walking
1.87335	0	Walking	
2.005749	0	Walking	Walking
2.055448	0	Walking	
2.453877	0	Walking	Walking
2.918321	0	Walking	
3.017162	0	Walking	Walking
3.597832	0	Walking	
3.796898	0	Walking	Walking
3.929998	0	Walking	
3.979022	0	Walking	Walking
4.178238	0	Walking	
4.227408	0	Walking	Walking
4.360355	0	Walking	
4.410751	0	Walking	Walking
4.592183	0	Walking	
4.676017	0	Walking	Walking
4.7754	0	Walking	
4.808336	0	Walking	Walking
5.008016	0	Walking	
5.139823	0	Walking	Walking
5.189501	0	Walking	
5.272289	0	Walking	Walking
6.382531	0	Walking	
6.61504	0	Walking	Walking
6.714077	0	Walking	
6.764039	0	Walking	Walking
6.946088	0	Walking	
6.979585	0	Walking	Walking
7.045396	0	Walking	
7.128388	0	Walking	Walking
7.261152	0	Walking	
7.443472	0	Walking	Walking
7.460001	0	Walking	
7.59264	0	Walking	Walking
7.775205	0	Walking	
7.808309	0	Walking	Walking
7.907714	0	Walking	
8.007164	0	Walking	Walking
8.223167	0	Walking	
8.703357	0	Walking	Walking
9.068283	0	Walking	
9.08483	0	Walking	Walking
9.234356	0	Walking	
9.268099	0	Walking	Walking
9.449637	0	Walking	
9.482672	0	Walking	Walking
9.633032	0	Walking	
9.897123	0	Walking	Walking
10.24518	0	Walking	
10.3614	0	Walking	Walking
11.20751	0	Walking	
11.32373	0	Walking	Walking
11.7213	0	Walking	
11.75466	0	Walking	Walking
11.92038	0	Walking	
11.9703	0	Walking	Walking
12.16934	0	Walking	
12.23563	0	Walking	Walking
12.33512	0	Walking	
0	0		
0.01627189	0		
0.06616139	1		
0.08280032	2		
0.09900836	3		
0.1157018	4		
0.1325184	5		
0.1487556	6		
0.1652339	7		
0.1818139	8		
0.1986106	9		
0.2150546	10		
0.2314657	11		
0.4140264	12		
0.4304453	13		
0.4470129	14		
0.4641611	15		
0.4802461	16		
0.4968398	17		
0.5136452	18		
0.530073	19		
0.5467361	20		
0.5629947	21		
0.5795843	22		
0.5966848	23		
0.613475	24		
0.6291924	25		
0.6458452	26		
0.6626131	27		
1.359965	1	Segway	
1.376315	1	Segway	Segway
6.764977	1	Segway	Segway
6.781405	1	Segway	Segway
6.798468	1	Segway	Segway
6.814433	1	Segway	Segway
6.831116	1	Segway	Segway
6.847733	1	Segway	Segway
6.86448	1	Segway	Segway
6.880824	1	Segway	Segway
6.89818	1	Segway	Segway
6.913875	1	Segway	Segway
6.930904	1	Segway	Segway
6.947216	1	Segway	Segway
6.963809	1	Segway	Segway
11.55585	1	Segway	Segway
11.57283	1	Segway	
11.93696	2	Segway	
11.95375	2	Segway	Segway
0	0		
0.01689157	0		
0.03310209	0		
0.04998281	0		
0.0661366	0		
0.08287814	0		
0.09994175	0		
0.1160828	0		
0.132595	0		
0.149335	0		
0.1657755	0		
0.1826515	0		
0.1994569	0		
0.2156138	0		
0.2322462	0		
0.2490089	0		
0.2654627	0		
0.2825753	0		
0.2986237	0		
0.3151749	0		
0.3315038	0		
0.3481176	0		
0.3646567	0		
0.382154	0		
0.3983345	0		
0.4143162	0		
0.4310479	0		
0.4483288	0		
0.4641109	0		
0.4812669	0		
0.4973751	0		
0.5142078	0		
0.5304667	0		
0.5471224	0		
0.563836	0		
0.5808624	0		
0.5968978	0		
0.6132525	0		
0.6298957	0		
0.6469315	0		
0.6630561	0		
0.6803203	0		
0.6962624	0		
0.7132485	0		
0.7297089	0		
0.7459786	0		
0.7627121	0		
0.7801626	0		
0.7958722	0		
0.8121834	0		
0.829261	0		
0.8456318	0		
0.8621334	0		
0.8794552	0		
0.895211	0		
0.9121711	0		
0.9290698	0		
0.9450071	0		
0.961466	0		
0.5145553	1	Segway	
0.5307243	2	Segway	
0.5473096	3	Segway	
0.5637594	4	Segway	
0.5807402	4	Segway	Segway
0	0		
0.01732277	0		
0.038053	0		
