#Time To Switch#	#Num of Incorrect Switch#	#Target Mode#	#Current Mode#
2.254697	1	Surfing	
2.271917	2	Surfing	
2.287438	3	Surfing	
2.304166	4	Surfing	
2.320842	5	Surfing	
2.337328	6	Surfing	
2.354837	7	Surfing	
2.370943	8	Surfing	
2.38693	9	Surfing	
2.404284	9	Surfing	Surfing
10.14602	9	Surfing	Surfing
10.16231	9	Surfing	Surfing
10.17877	9	Surfing	Surfing
10.19581	9	Surfing	Surfing
10.21221	9	Surfing	Surfing
10.22862	9	Surfing	Surfing
10.2461	9	Surfing	Surfing
10.26194	9	Surfing	Surfing
10.27921	9	Surfing	Surfing
10.29547	9	Surfing	Surfing
10.31162	9	Surfing	Surfing
10.32836	9	Surfing	Surfing
10.34559	9	Surfing	Surfing
10.36129	9	Surfing	Surfing
10.37796	9	Surfing	Surfing
10.39503	9	Surfing	Surfing
10.41158	9	Surfing	Surfing
12.98066	9	Surfing	Surfing
12.99738	9	Surfing	Surfing
13.01372	9	Surfing	Surfing
13.03117	9	Surfing	Surfing
13.04695	9	Surfing	Surfing
13.06362	9	Surfing	Surfing
13.08073	9	Surfing	Surfing
13.09742	9	Surfing	Surfing
13.11327	9	Surfing	Surfing
13.1299	9	Surfing	Surfing
13.14638	9	Surfing	Surfing
13.16318	9	Surfing	Surfing
13.18014	9	Surfing	Surfing
13.19663	9	Surfing	Surfing
13.21271	9	Surfing	Surfing
0	0		
0.01571453	0		
0.03392296	0		
0.04887737	0		
0.06497598	0		
0.08196303	0		
0.09811557	0		
0.1150924	0		
0.1314498	0		
0.1478445	0		
0.1644946	0		
0.1824355	0		
0.1978152	0		
0.214337	0		
0.2310466	0		
0.247696	0		
0.2641093	0		
0.2814193	0		
0.2975585	0		
0.3139402	0		
0.3306488	0		
0.3485566	0		
0.364047	0		
0.3807306	0		
0.3972796	0		
0.4137945	0		
0.4300016	0		
0.4465913	0		
0.4636977	0		
0.4803124	0		
0.4974424	0		
0.5126907	0		
0.5298603	0		
0.5459648	0		
0.5625467	0		
0.5795639	0		
0.5960035	0		
0.6123169	0		
0.6288774	0		
0.645822	0		
0.662447	0		
0.6788456	0		
0.6963401	0		
0.7118523	0		
0.7285067	0		
0.7454649	0		
0.7617247	0		
0.778204	0		
0.7954632	0		
0.8113891	0		
0.8280389	0		
0.8446686	0		
0.8617405	0		
0.8777775	0		
0.8960215	0		
1.690473	1		
1.707174	2		
2.204819	3		
2.220923	4		
2.237372	5		
2.254592	6		
2.271434	7		
2.287118	8		
2.30382	9		
2.320242	10		
2.337336	11		
2.353308	12		
2.369988	13		
2.387054	14		
2.403474	15		
2.419605	16		
2.436348	17		
2.453248	18		
2.469977	19		
2.486658	20		
2.502594	21		
2.519228	22		
2.536337	23		
2.552445	24		
2.569153	25		
2.586125	26		
2.602392	27		
2.61863	28		
2.635188	29		
2.651759	30		
2.668609	31		
2.685823	32		
2.702116	33		
2.718023	34		
2.73499	35		
2.751062	36		
2.767891	37		
2.784637	38		
2.801603	39		
2.818113	40		
2.83402	41		
2.850703	42		
2.867671	43		
2.884239	44		
2.900578	45		
2.917217	46		
2.93392	47		
2.950525	48		
2.966687	49		
2.983872	50		
3.000584	51		
3.016536	52		
3.032932	53		
3.049766	54		
3.066478	55		
3.082738	56		
3.099851	57		
3.116006	58		
3.13315	59		
3.14915	60		
3.165901	61		
3.182532	62		
3.200353	63		
3.216112	64		
3.232052	65		
3.248783	66		
3.265731	67		
3.28258	68		
3.299219	69		
3.315084	70		
3.331932	71		
3.348314	72		
3.365344	73		
3.381506	74		
3.398556	75		
3.414688	76		
3.431192	77		
3.448848	78		
3.464919	79		
3.481721	80		
3.498142	81		
3.514118	82		
3.530941	83		
3.547297	84		
3.563905	85		
3.580322	86		
3.597609	87		
3.6134	88		
3.630149	89		
3.646892	90		
3.663473	91		
3.679902	92		
3.696758	93		
3.713868	94		
3.729694	95		
3.746781	96		
3.762578	97		
3.779324	98		
3.796607	99		
3.813156	100		
3.829082	101		
3.84549	102		
3.863115	103		
3.879036	104		
3.895874	105		
3.912195	106		
3.929173	107		
3.945254	108		
3.961907	109		
3.978265	110		
3.995539	111		
4.011421	112		
4.028806	113		
4.044465	114		
4.061706	115		
4.077758	116		
4.094114	117		
4.110839	118		
4.127828	119		
4.144114	120		
4.160416	121		
4.17762	122		
4.19462	123		
4.210315	124		
4.227123	125		
4.243492	126		
4.260359	127		
4.276476	128		
4.293176	129		
4.309622	130		
4.3269	131		
4.343285	132		
4.359509	133		
4.375889	134		
4.392678	135		
4.409439	136		
4.426134	137		
4.442828	138		
4.459482	139		
4.475881	140		
4.491942	141		
4.508516	142		
4.526001	143		
4.541693	144		
4.558086	145		
4.575034	146		
4.591675	147		
4.607926	148		
4.624979	149		
4.640866	150		
4.658459	151		
4.674112	152		
4.690779	153		
4.707269	154		
4.724619	155		
4.740533	156		
5.055741	157		
5.071861	158		
5.088657	158		
0.4972715	1	Segway	
0.513589	1	Segway	
2.122003	2	Segway	
2.138746	3	Segway	
2.156855	4	Segway	
2.172485	5	Segway	
2.188296	6	Segway	
2.205206	7	Segway	
2.221939	8	Segway	
2.237845	9	Segway	
2.255164	10	Segway	
2.271217	11	Segway	
2.288334	12	Segway	
2.304694	13	Segway	
2.320952	14	Segway	
2.337552	15	Segway	
2.354821	16	Segway	
2.371162	17	Segway	
2.387384	18	Segway	
2.404	19	Segway	
2.420491	20	Segway	
2.437733	21	Segway	
2.453762	22	Segway	
2.470376	23	Segway	
2.487108	24	Segway	
2.504168	25	Segway	
2.519983	26	Segway	
2.536471	27	Segway	
2.553023	28	Segway	
2.570336	29	Segway	
2.586135	30	Segway	
2.602592	31	Segway	
2.619265	32	Segway	
2.636308	33	Segway	
2.652896	34	Segway	
2.918144	35	Segway	
3.497871	35	Segway	Segway
8.604591	35	Segway	Segway
8.621421	35	Segway	Segway
8.637626	35	Segway	Segway
8.654028	35	Segway	
11.45558	36	Segway	
12.83205	37	Segway	
12.84854	38	Segway	
12.86464	39	Segway	
12.88162	40	Segway	
12.89822	41	Segway	
12.91456	42	Segway	
12.93141	43	Segway	
12.94802	44	Segway	
12.96467	45	Segway	
