#Time To Switch#	#Num of Incorrect Switch#	#Target Mode#	#Current Mode#
22.04977	0	Walking	Walking
23.47496	0	Walking	
23.50848	0	Walking	Walking
24.00539	0	Walking	
26.54248	0	Walking	Walking
26.77431	0	Walking	
27.18871	0	Walking	Walking
27.45495	0	Walking	
27.63651	0	Walking	Walking
27.91912	0	Walking	
28.13383	0	Walking	Walking
28.30021	0	Walking	
28.8136	0	Walking	Walking
29.22827	0	Walking	
29.3773	0	Walking	Walking
29.6097	0	Walking	
30.18933	0	Walking	Walking
30.57092	0	Walking	
30.85293	0	Walking	Walking
31.10147	0	Walking	
31.81492	0	Walking	Walking
32.49384	0	Walking	
32.74298	0	Walking	Walking
33.02428	0	Walking	
33.42213	0	Walking	Walking
33.62095	0	Walking	
33.65408	0	Walking	Walking
33.85334	0	Walking	
33.9859	0	Walking	Walking
34.33472	0	Walking	
34.48357	0	Walking	Walking
34.66561	0	Walking	
34.96445	0	Walking	Walking
34.9973	0	Walking	
35.06323	0	Walking	Walking
35.47794	0	Walking	
35.65998	0	Walking	Walking
36.07463	0	Walking	
36.24047	0	Walking	Walking
36.63859	0	Walking	
36.75467	0	Walking	Walking
37.3354	0	Walking	
37.61666	0	Walking	Walking
37.79906	0	Walking	
37.94873	0	Walking	Walking
38.09762	0	Walking	
38.34686	0	Walking	Walking
38.54574	0	Walking	
38.71152	0	Walking	Walking
38.81047	0	Walking	
39.7062	0	Walking	Walking
39.78872	0	Walking	
40.12023	0	Walking	Walking
40.3861	0	Walking	
40.45222	0	Walking	Walking
40.93375	0	Walking	
41.24783	0	Walking	Walking
41.38078	0	Walking	
41.67913	0	Walking	Walking
41.89446	0	Walking	
42.06009	0	Walking	Walking
42.12642	0	Walking	
42.44198	0	Walking	Walking
0	0		
0.0165016	0		
0.03244273	0		
0.04918613	0		
0.2479992	1		
0.2648802	2		
0.2816878	3		
0.2976702	4		
0.3150869	5		
0.3310531	6		
0.3481719	7		
0.3644168	8		
0.3811974	9		
0.3978264	10		
0.4144021	11		
0.4310097	12		
0.4478458	13		
0.4640176	14		
0.4808716	15		
0.4967898	16		
4.55946	0	Walking	Walking
4.891516	0	Walking	
5.172967	0	Walking	Walking
5.554298	0	Walking	
