#Time To Switch#	#Num of Incorrect Switch#	#Target Mode#	#Current Mode#
5.238745	1	Segway	
5.255481	1	Segway	Segway
0	0		
0.01662746	0		
0.03310519	0		
0.04957238	0		
0.06629501	0		
0.08307064	0		
0.09945661	0		
0.1157849	0		
0.1324325	0		
0.149865	0		
0.1661217	0		
0.1825021	0		
0.198871	0		
0.2158051	0		
0.2322596	0		
0.2483542	0		
0.2657882	0		
0.2817954	0		
0.2981956	0		
0.314709	0		
0.3314958	0		
0.3481285	0		
0.3645275	0		
0.3814395	0		
0.3975722	0		
0.4146526	0		
0.4309127	0		
0.4475225	0		
0.4666107	0		
0.4808425	0		
0.4976011	0		
0.5138482	0		
0.530614	0		
0.547056	0		
0.5635372	0		
0.5800161	0		
0.596922	0		
0.6133978	0		
0.6302454	0		
0.646804	0		
0.6633379	0		
0.6800283	0		
0.6963051	0		
0.7129291	0		
0.7294363	0		
0.7465012	0		
0.7628819	0		
0.7792037	0		
0.7957276	0		
0.8127354	0		
0.8330311	0		
0.8455982	0		
0.8619111	0		
0.8789564	0		
0.8952593	0		
0.9119282	0		
0.9282835	0		
0.9452755	0		
0.9619387	0		
0.9784979	0		
0.9955708	0		
1.011724	0		
1.028036	0		
1.044522	0		
1.061152	0		
1.078341	0		
1.094322	0		
1.110954	0		
1.131754	0		
1.144314	0		
1.160595	0		
1.177386	0		
1.193702	0		
1.210619	0		
1.227112	0		
1.243455	0		
1.26001	0		
1.277587	0		
1.293318	0		
1.309823	0		
1.326332	0		
1.343078	0		
1.359685	0		
1.376099	0		
1.392618	0		
1.409171	0		
1.426412	0		
1.44671	0		
1.459869	0		
1.476054	0		
1.492502	0		
1.508931	0		
1.52555	0		
1.542315	0		
1.558767	0		
1.575186	0		
1.592046	0		
1.608577	0		
1.625584	0		
1.642171	0		
1.658625	0		
1.675234	0		
1.691753	0		
1.707842	0		
1.724622	0		
1.741128	0		
1.757937	0		
1.7742	0		
1.790728	0		
1.807403	0		
1.824315	0		
1.840558	0		
1.857197	0		
1.873929	0		
1.890458	0		
1.907241	0		
1.923503	0		
1.940056	0		
1.957703	0		
1.973307	0		
1.990568	0		
2.00711	0		
0.7450954	0	Segway	
1.756303	1	Segway	
1.773243	1	Segway	Segway
0	0		
0.01649075	0		
0.03326298	0		
0.05031978	0		
0.06617225	0		
0.08274701	0		
0.1000115	0		
0.1159678	0		
0.1326697	0		
0.1489757	0		
0.1660898	0		
0.1825381	0		
0.1987415	0		
0.2154657	0		
0.2320212	0		
0.2486629	0		
0.2653747	0		
0.2816637	0		
0.2983246	0		
0.3154046	0		
0.3314961	0		
0.3482538	0		
0.3648598	0		
0.3813208	0		
0.397752	0		
0.4145897	0		
0.430843	0		
0.4482637	0		
0.464296	0		
0.4808097	0		
0.4969833	0		
0.5142339	0		
0.5306326	0		
0.5468583	0		
0.5638437	0		
0.5805003	0		
0.5967515	0		
0.6132546	0		
0.6298043	0		
0.646844	0		
0.6627774	0		
0.6796405	0		
0.6961151	0		
0.7128513	0		
0.7293365	0		
0.7459844	0		
0.7623134	0		
0.7791944	0		
0.7956166	0		
0.8122584	0		
0.8289289	0		
0.8455191	0		
0.8619758	0		
0.8783956	0		
0.8954424	0		
0.9117698	0		
0.9281105	0		
0.9448332	0		
0.9613549	0		
0.9782056	0		
0.9947859	0		
1.011619	0		
1.027968	0		
1.044558	0		
1.060737	0		
1.077496	0		
1.09401	0		
1.111501	0		
1.127077	0		
1.143698	0		
1.160285	0		
1.177087	0		
1.193354	0		
1.210526	0		
1.226822	0		
1.243371	0		
1.259695	0		
8.671165	1		
8.688418	2		
8.704881	3		
8.720999	4		
0.01658995	0	Segway	Segway
60.36295	0	Segway	Segway
60.38003	0	Segway	Segway
83.39043	0	Segway	Segway
83.40672	0	Segway	Segway
83.42348	0	Segway	
84.1199	1	Segway	
84.13615	1	Segway	Segway
88.74625	1	Segway	Segway
88.76208	1	Segway	Segway
0	0		
0.7801981	0		
1.973125	0	Walking	Walking
2.321373	0	Walking	
2.370866	0	Walking	Walking
2.685801	0	Walking	
2.735704	0	Walking	Walking
3.001086	0	Walking	
3.050609	0	Walking	Walking
3.2662	0	Walking	
3.46527	0	Walking	Walking
3.515362	0	Walking	
3.597615	0	Walking	Walking
3.730034	0	Walking	
3.896209	0	Walking	Walking
4.857833	0	Walking	
5.222205	0	Walking	Walking
6.299427	0	Walking	
6.365758	0	Walking	Walking
6.515177	0	Walking	
6.597633	0	Walking	Walking
6.813257	0	Walking	
6.863444	0	Walking	Walking
7.04574	0	Walking	
7.128143	0	Walking	Walking
7.343813	0	Walking	
7.459761	0	Walking	Walking
7.691854	0	Walking	
8.172902	0	Walking	Walking
11.19057	0	Walking	
11.22348	0	Walking	Walking
11.35644	0	Walking	
11.43997	0	Walking	Walking
11.63793	0	Walking	
11.68786	0	Walking	Walking
11.8204	0	Walking	
11.85458	0	Walking	Walking
12.00297	0	Walking	
12.15202	0	Walking	Walking
12.23477	0	Walking	
12.31754	0	Walking	Walking
14.67186	0	Walking	
14.722	0	Walking	Walking
16.77703	0	Walking	
16.9267	0	Walking	Walking
17.10864	0	Walking	
17.19136	0	Walking	Walking
