#Time To Switch#	#Num of Incorrect Switch#	#Target Mode#	#Current Mode#
1.509441	0	Walking	Walking
1.791395	0	Walking	Walking
1.808389	0	Walking	Walking
1.824069	0	Walking	Walking
2.089719	0	Walking	
2.157235	0	Walking	Walking
2.338599	0	Walking	
2.404477	0	Walking	Walking
3.067964	0	Walking	Walking
3.316521	0	Walking	Walking
3.33319	0	Walking	Walking
3.350163	0	Walking	Walking
3.36648	0	Walking	Walking
3.382903	0	Walking	Walking
3.399567	0	Walking	Walking
3.416479	0	Walking	Walking
3.697788	0	Walking	
6.598846	0	Walking	Walking
7.212504	0	Walking	
7.511379	0	Walking	Walking
7.742977	0	Walking	
8.655536	0	Walking	Walking
9.151928	0	Walking	
9.384719	0	Walking	Walking
9.932056	0	Walking	
10.26342	0	Walking	Walking
10.41221	0	Walking	Walking
10.42949	0	Walking	Walking
10.62789	0	Walking	
10.66112	0	Walking	Walking
10.87696	0	Walking	Walking
10.89334	0	Walking	Walking
10.9107	0	Walking	Walking
11.19125	0	Walking	
12.00414	0	Walking	Walking
12.74962	0	Walking	
13.57845	0	Walking	Walking
13.95958	0	Walking	
14.34101	0	Walking	Walking
14.50663	0	Walking	
14.70564	0	Walking	Walking
14.80473	0	Walking	Walking
14.82201	0	Walking	Walking
14.83825	0	Walking	Walking
14.98797	0	Walking	
15.06996	0	Walking	Walking
15.41844	0	Walking	
15.50164	0	Walking	Walking
16.16439	0	Walking	
16.8616	0	Walking	Walking
18.38712	0	Walking	
18.76777	0	Walking	Walking
18.85112	0	Walking	Walking
18.86729	0	Walking	Walking
18.88433	0	Walking	Walking
18.90027	0	Walking	Walking
19.19881	0	Walking	
19.26559	0	Walking	Walking
19.39774	0	Walking	
19.4316	0	Walking	Walking
19.77907	0	Walking	
19.82903	0	Walking	Walking
19.92871	0	Walking	Walking
20.07797	0	Walking	
20.52524	0	Walking	Walking
21.80184	0	Walking	
21.91892	0	Walking	Walking
22.08461	0	Walking	
22.15055	0	Walking	Walking
22.29925	0	Walking	
22.31619	0	Walking	Walking
22.44851	0	Walking	
22.48229	0	Walking	Walking
22.56447	0	Walking	
22.63071	0	Walking	Walking
0	0		
0.01676071	0		
0.03317422	0		
0.04949846	0		
0.06645849	0		
0.08321331	0		
0.1163348	1		
0.1326151	2		
0.1497989	3		
0.1655807	4		
0.1826061	5		
0.1986898	6		
0.2159412	7		
0.6300793	8		
0.6466615	9		
0.6629085	10		
0.679522	11		
0.6963056	12		
0.7126175	13		
0.7292325	14		
0.7456354	15		
0.7629005	16		
0.7792654	17		
0.7956585	18		
0.8119449	19		
0.8291883	20		
0.8450885	21		
0.8621719	22		
0.8793619	23		
0.8954757	24		
0.9115324	25		
0.9281843	26		
0.944844	27		
0.9614788	28		
0.9778681	29		
0.995207	30		
1.011309	31		
1.028376	32		
1.04431	33		
1.061058	34		
1.077322	35		
1.094659	36		
1.110498	37		
1.127253	38		
1.143447	39		
1.160643	40		
1.176624	41		
1.193824	42		
1.209719	43		
1.227046	44		
1.242771	45		
1.259741	46		
1.275911	47		
1.29353	48		
1.309393	49		
1.326087	50		
1.344182	51		
1.359642	52		
1.376974	53		
1.393268	54		
1.408891	55		
1.425933	56		
1.441755	57		
1.458412	58		
1.475326	59		
1.492201	60		
1.508829	61		
1.52547	62		
1.541237	63		
1.558591	64		
1.575269	65		
1.591434	66		
1.608361	67		
1.62461	68		
1.640858	69		
1.657826	70		
1.673856	71		
1.691099	72		
1.707545	73		
1.724311	74		
1.740194	75		
1.75753	76		
1.773494	77		
1.790114	78		
1.807325	79		
1.823151	80		
1.840533	81		
1.857644	82		
1.873305	83		
1.889634	84		
1.90691	85		
1.923046	86		
1.939321	87		
1.956165	88		
1.972788	89		
1.989719	90		
2.006036	91		
2.022606	92		
2.039094	93		
2.056108	94		
2.072097	95		
2.08869	96		
2.104936	97		
2.122536	98		
2.138278	99		
2.154845	100		
2.171457	101		
2.18844	102		
2.204673	103		
2.22098	104		
2.238407	105		
2.254441	106		
2.270961	107		
2.287571	108		
2.304198	109		
2.321283	110		
2.337327	111		
2.353925	112		
2.370747	113		
2.388269	114		
2.403769	115		
2.420265	116		
2.436503	117		
2.453842	118		
2.469636	119		
2.48648	120		
2.503517	121		
2.519812	122		
2.536521	123		
2.552835	124		
2.570097	125		
2.586287	126		
2.60257	127		
2.619488	128		
2.636247	129		
2.652874	130		
2.768494	131		
2.785383	132		
2.801604	133		
2.817869	134		
2.83486	135		
2.851429	136		
2.868146	137		
2.884566	138		
2.90101	139		
2.918096	140		
2.934174	141		
0.1161123	0	Walking	Walking
0.2153522	0	Walking	
0.2324176	0	Walking	Walking
0.3147565	0	Walking	
0.3978002	0	Walking	Walking
0.6302807	0	Walking	
0.7294937	0	Walking	Walking
0.9778845	0	Walking	
1.027538	0	Walking	Walking
1.309949	0	Walking	
1.857382	0	Walking	Walking
3.895757	0	Walking	Walking
3.912655	0	Walking	Walking
3.929451	0	Walking	Walking
4.044807	0	Walking	
4.111374	0	Walking	Walking
4.277814	0	Walking	Walking
4.343488	0	Walking	
4.37737	0	Walking	Walking
4.542736	0	Walking	Walking
4.559048	0	Walking	Walking
4.625777	0	Walking	
4.69206	0	Walking	Walking
4.957217	0	Walking	
5.00696	0	Walking	Walking
5.123134	0	Walking	
6.117364	0	Walking	Walking
7.261082	0	Walking	
7.360796	0	Walking	Walking
7.543253	0	Walking	Walking
7.5594	0	Walking	Walking
7.576284	0	Walking	Walking
7.907513	0	Walking	
7.990343	0	Walking	Walking
8.388185	0	Walking	
8.968472	0	Walking	Walking
9.283606	0	Walking	
9.614851	0	Walking	Walking
10.06316	0	Walking	
10.21267	0	Walking	Walking
10.36121	0	Walking	Walking
10.49394	0	Walking	
10.54397	0	Walking	Walking
10.69307	0	Walking	Walking
10.80902	0	Walking	
10.85889	0	Walking	Walking
11.02432	0	Walking	Walking
11.12422	0	Walking	
11.17414	0	Walking	Walking
11.34025	0	Walking	Walking
11.35608	0	Walking	Walking
11.4393	0	Walking	
11.52174	0	Walking	Walking
14.02609	0	Walking	
14.14216	0	Walking	Walking
14.32424	0	Walking	Walking
14.34061	0	Walking	Walking
14.45695	0	Walking	
14.50677	0	Walking	Walking
14.6722	0	Walking	Walking
14.77178	0	Walking	
14.8213	0	Walking	Walking
0	0		
0.01747276	0		
0.03362247	0		
0.05002173	0		
0.06612928	0		
0.08333731	0		
0.1008063	0		
0.1163646	0		
0.13324	0		
0.1494012	0		
0.1667673	0		
0.1827161	0		
0.1990001	0		
