#Time To Switch#	#Num of Incorrect Switch#	#Target Mode#	#Current Mode#
0.8290276	0	Walking	Walking
1.094311	0	Walking	
1.276919	0	Walking	Walking
1.392739	0	Walking	
1.508901	0	Walking	Walking
1.608398	0	Walking	
1.757631	0	Walking	Walking
1.906565	0	Walking	
2.05612	0	Walking	Walking
2.155474	0	Walking	
3.233048	0	Walking	Walking
3.780746	0	Walking	
4.062453	0	Walking	Walking
4.178234	0	Walking	
4.327785	0	Walking	Walking
4.493259	0	Walking	
4.610048	0	Walking	Walking
4.725774	0	Walking	
4.907618	0	Walking	Walking
5.272323	0	Walking	
5.636873	0	Walking	Walking
5.935631	0	Walking	
6.482687	0	Walking	Walking
6.699056	0	Walking	
6.996944	0	Walking	Walking
7.0469	0	Walking	Walking
7.06353	0	Walking	Walking
7.07953	0	Walking	Walking
7.096361	0	Walking	Walking
7.113314	0	Walking	Walking
7.129782	0	Walking	Walking
7.146059	0	Walking	Walking
7.162682	0	Walking	Walking
7.195969	0	Walking	
7.328359	0	Walking	Walking
7.411278	0	Walking	
7.511015	0	Walking	Walking
7.59338	0	Walking	
7.693065	0	Walking	Walking
7.776373	0	Walking	
7.892442	0	Walking	Walking
7.958544	0	Walking	
8.02454	0	Walking	Walking
8.074368	0	Walking	
8.256857	0	Walking	Walking
8.837255	0	Walking	
8.952673	0	Walking	Walking
9.283922	0	Walking	
9.400066	0	Walking	Walking
9.549331	0	Walking	
9.582397	0	Walking	Walking
9.764801	0	Walking	
9.797959	0	Walking	Walking
9.880914	0	Walking	
10.39507	0	Walking	Walking
10.61051	0	Walking	
10.82674	0	Walking	Walking
11.0081	0	Walking	
11.09176	0	Walking	Walking
11.22394	0	Walking	
11.37301	0	Walking	Walking
11.45618	0	Walking	
11.82072	0	Walking	Walking
12.18635	0	Walking	
12.51742	0	Walking	Walking
12.69992	0	Walking	
13.11449	0	Walking	Walking
13.33013	0	Walking	
13.56233	0	Walking	Walking
14.10942	0	Walking	
15.02091	0	Walking	Walking
15.90009	0	Walking	
16.56369	0	Walking	Walking
16.96047	0	Walking	
17.3249	0	Walking	Walking
17.65684	0	Walking	
18.00487	0	Walking	Walking
18.18727	0	Walking	
18.25347	0	Walking	Walking
18.4363	0	Walking	
18.51871	0	Walking	Walking
18.66806	0	Walking	
18.73451	0	Walking	Walking
18.81754	0	Walking	
18.98296	0	Walking	Walking
19.13219	0	Walking	
19.49707	0	Walking	Walking
20.30976	0	Walking	
20.77416	0	Walking	Walking
20.95643	0	Walking	
21.50335	0	Walking	Walking
21.68572	0	Walking	
21.73527	0	Walking	Walking
