SubjectID,Condition,Level,Pass,0,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180,190,200,210,220,230,240,250,260,270,280,290,300,310,320,330,340,350
6,0,3,1,0.2080925,0.04479769,0.0433526,0.04479769,0.0433526,0.0433526,0.0433526,0.04479769,0.04624277,0.04479769,0.04624277,0.0433526,0.04624277,0.0433526,0.04624277,0.04479769,0.0433526,0.04479769,0.03468208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,1,1,0,0.1612542,0.01007839,0.01119821,0.01567749,0.1198208,0.01343785,0.1007839,0.01119821,0.01119821,0.01119821,0.01455767,0.01567749,0.01343785,0.1276596,0,0,0,0,0.06382979,0.008958567,0.006718925,0.006718925,0.007838747,0.007838747,0.006718925,0.006718925,0.0806271,0.01455767,0.01119821,0.01231803,0.1108623,0.003359463,0.004479283,0.003359463,0.003359463,0.003359463
7,1,1,1,0.130531,0.01438053,0.01327434,0.01548673,0.01659292,0.119469,0.09734513,0.01769911,0.01880531,0.01659292,0.01548673,0.01659292,0.01548673,0.1095133,0,0,0,0,0,0,0,0.08075221,0.01548673,0.01659292,0.1150443,0.01106195,0.008849557,0.008849557,0.007743363,0.006637168,0.008849557,0.06637168,0.01106195,0.007743363,0.007743363,0.009955753
7,1,2,0,0.2073733,0.007680492,0.003072197,0.004608295,0.006144393,0.006144393,0.1459293,0.1459293,0.01689708,0.01382488,0.01536098,0.01382488,0.01536098,0.01536098,0.01536098,0.01689708,0.2196621,0.004608295,0.006144393,0.007680492,0.006144393,0.006144393,0.007680492,0.006144393,0.007680492,0.006144393,0.006144393,0.007680492,0.05837174,0,0,0,0,0,0,0
7,1,2,1,0.1319261,0.01187335,0.01187335,0.01055409,0.1437995,0.01451187,0.01583114,0.02242744,0.02242744,0.01978892,0.01978892,0.1372032,0.03034301,0.02902375,0.02902375,0.0237467,0.1081794,0,0,0,0,0,0,0,0,0,0,0,0,0.02638523,0.02506596,0.02242744,0.02110818,0.01583114,0.01583114,0.09102903
7,1,3,0,0.1778712,0.004201681,0.005602241,0.00140056,0.004201681,0.002801121,0.004201681,0.002801121,0.002801121,0.004201681,0.002801121,0.2212885,0.005602241,0.002801121,0.005602241,0.002801121,0.002801121,0.005602241,0.002801121,0.08683474,0.01960784,0.01680672,0.0140056,0.0140056,0.01540616,0.1260504,0.01540616,0.01680672,0.01680672,0.01540616,0.1806723,0,0,0,0,0
7,1,3,1,0.1016311,0.005018821,0.005018821,0.003764115,0.006273526,0.1041405,0.01003764,0.008782936,0.01003764,0.01003764,0.01129235,0.01380176,0.01380176,0.01380176,0.05646173,0.007528231,0.007528231,0.008782936,0.008782936,0.007528231,0.01129235,0.08155584,0.1041405,0.0238394,0.02258469,0.0250941,0.03136763,0.03889586,0.03387704,0.174404,0.03889586,0,0,0,0,0
8,0,1,0,0.2108731,0.01812191,0.01482702,0.01317957,0.01317957,0.07413509,0.0461285,0.01317957,0.1087315,0.05766062,0.04777595,0.1136738,0.03953872,0.02965404,0.01317957,0.01317957,0.01482702,0.06095552,0.01482702,0.01317957,0.01482702,0.01317957,0.01647446,0.0247117,0,0,0,0,0,0,0,0,0,0,0,0
8,0,1,1,0.4671916,0.02099738,0.02230971,0.02099738,0.02230971,0.03543307,0.04068241,0.02099738,0.02099738,0.02099738,0.02493438,0.06430446,0,0,0,0,0,0,0,0,0,0,0,0,0.03412073,0.03805774,0.01181102,0.01049869,0.01181102,0.0144357,0.01968504,0.01049869,0.01049869,0.01181102,0.01049869,0.03412073
8,0,2,0,0.3009259,0.06944445,0.01851852,0.02083333,0.09027778,0.03703704,0.02083333,0.01851852,0.01851852,0.01851852,0.02083333,0.1342593,0.0925926,0.02083333,0.02314815,0.05555556,0.02083333,0.01851852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,2,1,0.3147322,0.02008929,0.01785714,0.03571429,0.1361607,0.03794643,0.03571429,0.03571429,0.04017857,0.03571429,0.03571429,0.2098214,0.04464286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,3,0,0.4288462,0.03269231,0.03076923,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02692308,0.03269231,0.03076923,0.03269231,0.03269231,0.03076923,0.03269231,0.03653846,0.09038462,0.01538462,0.01730769,0.01538462,0.01538462,0.01730769,0.01538462,0.01538462
8,0,3,1,0.4285714,0.02179177,0.02179177,0.01937046,0.01937046,0.02179177,0.01937046,0.04358354,0.02179177,0.02179177,0.04116223,0.05326877,0.01937046,0.01937046,0.01937046,0.07506054,0.02179177,0.06053269,0.05084746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,1,1,0,0.1758242,0.01098901,0.008791209,0.008791209,0.01098901,0.1021978,0.1439561,0.00989011,0.006593407,0.007692308,0.006593407,0.006593407,0.01208791,0.1065934,0,0,0,0,0,0,0.08571429,0.01098901,0.00989011,0.1428571,0.005494506,0.005494506,0.005494506,0.004395605,0.005494506,0.004395605,0.07032967,0.006593407,0.005494506,0.006593407,0.006593407,0.006593407
9,1,1,1,0.1005236,0.0104712,0.01151832,0.009424084,0.06492147,0.1591623,0.007329843,0.07853403,0.01256545,0.009424084,0.008376963,0.009424084,0.008376963,0.1340314,0,0,0,0,0.0816754,0.007329843,0.006282723,0.005235602,0.005235602,0.006282723,0.005235602,0.1162304,0.002094241,0.003141361,0.002094241,0.004188482,0.09842932,0.007329843,0.006282723,0.006282723,0.006282723,0.006282723
9,1,2,0,0.2456609,0.01201602,0.01201602,0.01201602,0.01068091,0.08678238,0.01068091,0.01201602,0.0881175,0.1548732,0.009345795,0.008010682,0.009345795,0.009345795,0.008010682,0.01201602,0.1001335,0,0,0,0,0,0,0,0,0,0,0.05073432,0.006675567,0.004005341,0.006675567,0.005340454,0.004005341,0.006675567,0.1081442,0.006675567
9,1,2,1,0.2007926,0.007926024,0.009247028,0.00660502,0.1955086,0.01717305,0.01981506,0.03566711,0.1902246,0.007926024,0.01056803,0.007926024,0.007926024,0.01056803,0.009247028,0.01056803,0.1003963,0,0,0,0,0,0,0,0,0,0,0,0.03698811,0.005284016,0.00660502,0.005284016,0.005284016,0.00660502,0.07926024,0.00660502
9,1,3,0,0.1733333,0.006060606,0.007272727,0.008484849,0.07515152,0.004848485,0.1090909,0.02060606,0.02787879,0.003636364,0.006060606,0.003636364,0.004848485,0.07151515,0.004848485,0.003636364,0.004848485,0.003636364,0.003636364,0.004848485,0.08484849,0.01333333,0.07272727,0.01333333,0.01333333,0.01333333,0.01090909,0.01333333,0.01333333,0.01454545,0.1890909,0,0,0,0,0
9,1,3,1,0.2883263,0.004219409,0.004219409,0.004219409,0.008438818,0.007032349,0.004219409,0.005625879,0.002812939,0.004219409,0.1293952,0.007032349,0.004219409,0.004219409,0.03375527,0.005625879,0.005625879,0.002812939,0.005625879,0.08720113,0.0140647,0.09001406,0.01547117,0.0140647,0.01547117,0.01265823,0.01547117,0.01265823,0.01687764,0.02109705,0.1068917,0.0464135,0,0,0,0
10,0,1,0,0.1291053,0.02491506,0.01925255,0.01925255,0.03397508,0.06002265,0.07701019,0.0407701,0.02038505,0.01925255,0.01925255,0.01812004,0.02038505,0.03171008,0.03737259,0.01925255,0.009060022,0.04190261,0.05209513,0.01925255,0.01925255,0.01925255,0.02151755,0.03057758,0.03284258,0.007927519,0.007927519,0.01698754,0.02718007,0.009060022,0.02378256,0.006795017,0.009060022,0.007927519,0.02265006,0.02491506
10,0,1,1,0.1590909,0.02424242,0.05,0.03939394,0.1787879,0.04848485,0.02272727,0.02727273,0.02575758,0.02575758,0.02424242,0.02727273,0.03939394,0.01969697,0,0,0,0,0,0.01515151,0.02575758,0.02575758,0.02424242,0.01212121,0.01060606,0.01060606,0.01060606,0.01212121,0.02727273,0.03787879,0.02121212,0.01060606,0.01212121,0.01060606,0.01060606,0.01060606
10,0,2,0,0.1524548,0.06589147,0.05426357,0.04263566,0.04521964,0.04005168,0.04651163,0.03875969,0.02325581,0.1072351,0.05167959,0.04134367,0.02067184,0.02196383,0.02196383,0.02325581,0.03875969,0.04521964,0.04651163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007751938,0.04780362,0.01679587
10,0,2,1,0.1499461,0.03667745,0.03344121,0.03451996,0.03236246,0.04530744,0.0355987,0.03451996,0.03020496,0.01618123,0.04422869,0.05393743,0.02804746,0.01618123,0.01510248,0.01618123,0.01510248,0.01618123,0.01510248,0.01618123,0.01510248,0.01510248,0.01618123,0.01618123,0.01510248,0.01510248,0.01618123,0.01510248,0.01510248,0.01618123,0.01618123,0.02696872,0.04099245,0.02804746,0.02265372,0.02481122
10,0,3,0,0.1013333,0.03866667,0.01866667,0.01333333,0.012,0.01333333,0.01333333,0.012,0.01333333,0.01333333,0.01333333,0.012,0.01333333,0.01333333,0.03866667,0.04133333,0.03466666,0.036,0.036,0.04666667,0.03466666,0.03466666,0.036,0.03866667,0.04533333,0.03466666,0.036,0.03733333,0.03333333,0.05066667,0.076,0.007999999,0,0,0,0
10,0,3,1,0.2106667,0.01333333,0.012,0.01333333,0.01333333,0.012,0.01333333,0.01333333,0.01333333,0.012,0.01333333,0.02533333,0.03733333,0.08266667,0.03733333,0.06266667,0.05866667,0.068,0.084,0.06133333,0.02266667,0.02266667,0.02266667,0.02266667,0.02266667,0.02266667,0.006666667,0,0,0,0,0,0,0,0,0
11,1,1,0,0.2048099,0.01861908,0.01784329,0.01784329,0.01861908,0.166796,0.01939488,0.02404965,0.02017068,0.01784329,0.01706749,0.0155159,0.0162917,0.0799069,0,0,0,0,0,0,0.08223429,0.01706749,0.0155159,0.0162917,0.06594259,0.01086113,0.01008534,0.009309542,0.008533747,0.006982157,0.05896043,0.008533747,0.009309542,0.008533747,0.009309542,0.007757952
11,1,1,1,0.2143532,0.01794145,0.01510859,0.01322002,0.01510859,0.1945231,0.01699717,0.01605288,0.01888574,0.01699717,0.01888574,0.01699717,0.09254013,0,0,0,0,0,0,0,0.07459868,0.01133144,0.01227573,0.09254013,0.006610009,0.006610009,0.005665722,0.006610009,0.006610009,0.006610009,0.009442871,0.0651558,0.006610009,0.006610009,0.006610009,0.008498583
11,1,2,0,0.1223744,0.01826484,0.01917808,0.01826484,0.01917808,0.1077626,0.01643836,0.01461187,0.01643836,0.07579909,0.01461187,0.01552511,0.01461187,0.01369863,0.08949772,0,0,0,0.06392694,0.01826484,0.01643836,0.0173516,0.01643836,0.01826484,0.01826484,0.01917808,0.02009132,0.01917808,0.02009132,0.02009132,0.04840183,0.0109589,0.008219178,0.06757991,0.0109589,0.01004566
11,1,2,1,0.1163735,0.02300406,0.0202977,0.2395128,0.01759134,0.01623816,0.01894452,0.0202977,0.1299053,0.02571042,0.0202977,0.0202977,0.01894452,0.01488498,0.01759134,0.06630582,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0541272,0.01217862,0.01217862,0.01082544,0.009472259,0.01082544,0.1041949
11,1,3,0,0.1312608,0.01036269,0.01208981,0.0109384,0.0109384,0.00978699,0.01036269,0.05238918,0.006332758,0.005757052,0.005181347,0.005757052,0.08117444,0.00978699,0.008635579,0.009211284,0.008635579,0.009211284,0.008635579,0.119171,0.03223949,0.03223949,0.07829592,0.02705815,0.02763385,0.02705815,0.02705815,0.02590674,0.02533103,0.02360392,0.04548072,0.04548072,0.004029937,0.0437536,0.004605642,0.004605642
11,1,3,1,0.154825,0.007423118,0.009544009,0.007423118,0.008483564,0.007423118,0.007423118,0.007423118,0.1124072,0.009544009,0.008483564,0.008483564,0.008483564,0.008483564,0.06892896,0.006362673,0.006362673,0.006362673,0.006362673,0.006362673,0.1028632,0.08377519,0.02757158,0.02651114,0.02545069,0.02545069,0.02439024,0.02439024,0.0233298,0.0583245,0.1113468,0,0,0,0,0
12,0,1,0,0.08431952,0.03994083,0.04142012,0.0887574,0.04881657,0.02071006,0.03550296,0.03550296,0.03106509,0.05325444,0.0591716,0.0591716,0.06213018,0.03846154,0.03698225,0.03698225,0.03698225,0.04585799,0.0147929,0.01183432,0.01183432,0.01183432,0.01331361,0.0147929,0.03550296,0.03106509,0,0,0,0,0,0,0,0,0,0
12,0,1,1,0.2159864,0.02891156,0.02721088,0.02721088,0.05612245,0.1615646,0.1173469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08843537,0.0255102,0.01360544,0.01360544,0.01530612,0.01360544,0.01360544,0.01360544,0.0170068,0.1513605
12,0,2,0,0.369343,0.05839416,0.04671533,0.07737226,0.1313869,0.09051094,0.04671533,0.05255474,0.1109489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01605839
12,0,2,1,0.1384083,0.01384083,0.01384083,0.02768166,0.07093426,0.05882353,0.04325259,0.0449827,0.04152249,0.05709343,0.08304498,0.08477509,0.0467128,0.0449827,0.03287197,0.01384083,0.02249135,0.0449827,0.03633218,0.02595156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05363322
