SubjectID,Condition,TravelType,Level,Pass,ResponseTime,#InitIncorrectSwitch,#InitIncorrectWalking,#InitIncorrectSegway,#InitIncorrectSurfing,#IncorrectSwitch,#IncorrectWalking,#IncorrectSegway,#IncorrectSurfing
25,1,2,3,0,2.782715,3,3,0,0,0,0,0,0
25,1,2,3,1,0.2,0,0,0,0,1,1,0,0
26,0,0,1,0,1.579102,0,0,0,0,0,0,0,0
26,0,0,1,1,2.041992,0,0,0,0,0,0,0,0
26,0,1,1,0,2.180389,0,0,0,0,0,0,0,0
26,0,1,1,1,2.482361,0,0,0,0,0,0,0,0
26,0,2,1,0,0.9794006,0,0,0,0,0,0,0,0
26,0,2,1,1,1.060974,0,0,0,0,0,0,0,0
26,0,0,2,0,1.23941,0,0,0,0,0,0,0,0
26,0,0,2,1,1.941895,0,0,0,0,0,0,0,0
26,0,1,2,0,2.180405,0,0,0,0,0,0,0,0
26,0,1,2,1,1.341309,0,0,0,0,0,0,0,0
26,0,2,2,0,0.7595825,0,0,0,0,0,0,0,0
26,0,2,2,1,0.980896,0,0,0,0,0,0,0,0
26,0,0,3,0,1.739075,0,0,0,0,0,0,0,0
26,0,0,3,1,1.581482,0,0,0,0,0,0,0,0
26,0,1,3,0,1.299286,0,0,0,0,0,0,0,0
26,0,1,3,1,2.302185,0,0,0,0,0,0,0,0
26,0,2,3,0,1.679077,0,0,0,0,0,0,0,0
26,0,2,3,1,1.961914,0,0,0,0,0,0,0,0
27,1,0,1,0,0.3804321,0,0,0,0,0,0,0,0
27,1,0,1,1,0.01998901,0,0,0,0,0,0,0,0
27,1,1,1,0,0.01998901,2,2,0,0,0,0,0,0
27,1,1,1,1,1.7397,0,0,0,0,0,0,0,0
27,1,2,1,0,2.18219,3,3,0,0,19,19,0,0
27,1,2,1,1,2.878418,0,0,0,0,0,0,0,0
27,1,0,2,0,0.2,0,0,0,0,0,0,0,0
27,1,0,2,1,0.01998901,0,0,0,0,0,0,0,0
27,1,1,2,0,3.498016,0,0,0,0,2,2,0,0
27,1,1,2,1,5.240075,0,0,0,0,0,0,0,0
27,1,2,2,0,1.501465,1,1,0,0,0,0,0,0
27,1,2,2,1,0.02001953,0,0,0,0,0,0,0,0
27,1,0,3,0,2.041992,0,0,0,0,0,0,0,0
27,1,0,3,1,1.959305,0,0,0,0,0,0,0,0
27,1,1,3,0,0.2202148,1,1,0,0,0,0,0,0
27,1,1,3,1,0.02000427,0,0,0,0,1,1,0,0
27,1,2,3,0,1.441406,3,3,0,0,0,0,0,0
27,1,2,3,1,0.6795959,3,3,0,0,0,0,0,0
28,1,0,1,0,0.6807251,0,0,0,0,0,0,0,0
28,1,0,1,1,1.019409,0,0,0,0,0,0,0,0
28,1,1,1,0,4.044006,1,1,0,0,1,1,0,0
28,1,1,1,1,2.238708,0,0,0,0,0,0,0,0
28,1,2,1,0,3.583496,0,0,0,0,0,0,0,0
28,1,2,1,1,4.26091,1,1,0,0,0,0,0,0
28,1,0,2,0,0.8609009,0,0,0,0,0,0,0,0
28,1,0,2,1,0.6795959,0,0,0,0,0,0,0,0
28,1,1,2,0,2.458618,1,1,0,0,18,18,0,0
28,1,1,2,1,1.740402,0,0,0,0,6,6,0,0
28,1,2,2,0,4.944946,2,2,0,0,0,0,0,0
28,1,2,2,1,2.298706,0,0,0,0,0,0,0,0
28,1,0,3,0,2.382263,0,0,0,0,0,0,0,0
28,1,0,3,1,1.419281,0,0,0,0,0,0,0,0
28,1,1,3,0,2.318695,5,5,0,0,57,57,0,0
28,1,1,3,1,4.340055,0,0,0,0,9,9,0,0
28,1,2,3,0,2.182068,1,1,0,0,0,0,0,0
28,1,2,3,1,1.778992,2,2,0,0,0,0,0,0
29,0,0,1,0,0.8594971,0,0,0,0,0,0,0,0
29,0,0,1,1,1.461426,0,0,0,0,0,0,0,0
29,0,1,1,0,1.059418,0,0,0,0,0,0,0,0
29,0,1,1,1,1.541504,0,0,0,0,0,0,0,0
29,0,2,1,0,2.258789,0,0,0,0,0,0,0,0
29,0,2,1,1,0.6005859,0,0,0,0,0,0,0,0
29,0,0,2,0,0.3599243,0,0,0,0,0,0,0,0
29,0,0,2,1,1.341431,0,0,0,0,0,0,0,0
29,0,1,2,0,1.720398,0,0,0,0,0,0,0,0
29,0,1,2,1,0.5405273,0,0,0,0,0,0,0,0
29,0,2,2,0,0.3796997,0,0,0,0,0,0,0,0
29,0,2,2,1,1.061157,0,0,0,0,0,0,0,0
29,0,0,3,0,1.639099,0,0,0,0,0,0,0,0
29,0,0,3,1,1.181091,0,0,0,0,0,0,0,0
29,0,1,3,0,1.780411,0,0,0,0,0,0,0,0
29,0,1,3,1,1.060974,0,0,0,0,0,0,0,0
29,0,2,3,0,0.719574,0,0,0,0,0,0,0,0
29,0,2,3,1,1.080994,0,0,0,0,0,0,0,0
30,1,0,1,0,0.300293,0,0,0,0,0,0,0,0
30,1,0,1,1,0.861084,0,0,0,0,0,0,0,0
30,1,1,1,0,0.9609375,1,1,0,0,36,14,0,22
30,1,1,1,1,3.562988,41,41,0,0,18,18,0,0
30,1,2,1,0,1.399323,6,6,0,0,44,28,16,0
30,1,2,1,1,1.500977,4,4,0,0,0,0,0,0
30,1,0,2,0,1.141113,0,0,0,0,0,0,0,0
30,1,0,2,1,2.542969,0,0,0,0,0,0,0,0
30,1,1,2,0,4.637421,155,155,0,0,0,0,0,0
30,1,1,2,1,1.942017,3,3,0,0,135,83,0,52
30,1,2,2,0,1.739014,7,7,0,0,5,5,0,0
30,1,2,2,1,4.724976,14,14,0,0,0,0,0,0
30,1,0,3,0,0.9609985,0,0,0,0,0,0,0,0
30,1,0,3,1,0.6409912,0,0,0,0,0,0,0,0
30,1,1,3,0,1.918976,1,1,0,0,1,1,0,0
30,1,1,3,1,1.541992,2,2,0,0,6,6,0,0
30,1,2,3,0,2.162109,23,23,0,0,12,12,0,0
30,1,2,3,1,3.042969,48,48,0,0,0,0,0,0
