SubjectID,Condition,TravelType,Level,Pass,Duration
25,1,2,3,1,22.78198
26,0,0,1,0,14.63199
26,0,0,1,1,9.929749
26,0,1,1,0,23.84311
26,0,1,1,1,24.42383
26,0,2,1,0,17.6503
26,0,2,1,1,31.25055
26,0,0,2,0,9.554718
26,0,0,2,1,8.027893
26,0,1,2,0,54.0316
26,0,1,2,1,47.44629
26,0,2,2,0,15.59152
26,0,2,2,1,17.9375
26,0,0,3,0,11.83353
26,0,0,3,1,8.047913
26,0,1,3,0,52.57111
26,0,1,3,1,50.90967
26,0,2,3,0,18.38992
26,0,2,3,1,20.6601
27,1,0,1,0,20.21967
27,1,0,1,1,18.46979
27,1,1,1,0,41.47598
27,1,1,1,1,38.88329
27,1,2,1,0,43.96295
27,1,2,1,1,30.6232
27,1,0,2,0,18.87836
27,1,0,2,1,17.87009
27,1,1,2,0,98.38599
27,1,1,2,1,95.21403
27,1,2,2,0,20.21973
27,1,2,2,1,33.1817
27,1,0,3,0,37.69684
27,1,0,3,1,27.08508
27,1,1,3,0,80.21832
27,1,1,3,1,90.4993
27,1,2,3,0,25.08447
27,1,2,3,1,25.42599
28,1,0,1,0,22.8623
28,1,0,1,1,20.98849
28,1,1,1,0,51.91064
28,1,1,1,1,36.0802
28,1,2,1,0,22.10162
28,1,2,1,1,24.93019
28,1,0,2,0,21.36078
28,1,0,2,1,25.7659
28,1,1,2,0,115.9457
28,1,1,2,1,107.9631
28,1,2,2,0,20.53998
28,1,2,2,1,23.84689
28,1,0,3,0,23.76318
28,1,0,3,1,21.76801
28,1,1,3,0,172.0655
28,1,1,3,1,115.3308
28,1,2,3,0,22.78235
28,1,2,3,1,20.7486
29,0,0,1,0,14.89182
29,0,0,1,1,15.05469
29,0,1,1,0,21.12839
29,0,1,1,1,22.72223
29,0,2,1,0,45.27512
29,0,2,1,1,14.37402
29,0,0,2,0,18.5697
29,0,0,2,1,15.31488
29,0,1,2,0,49.31531
29,0,1,2,1,50.5293
29,0,2,2,0,33.30173
29,0,2,2,1,22.16156
29,0,0,3,0,14.21219
29,0,0,3,1,19.5791
29,0,1,3,0,57.5923
29,0,1,3,1,57.51611
29,0,2,3,0,22.9274
29,0,2,3,1,18.7984
30,1,0,1,0,22.56201
30,1,0,1,1,16.99597
30,1,1,1,0,41.22021
30,1,1,1,1,32.27197
30,1,2,1,0,31.74249
30,1,2,1,1,22.98303
30,1,0,2,0,27.28656
30,1,0,2,1,18.43799
30,1,1,2,0,63.3728
30,1,1,2,1,79.51697
30,1,2,2,0,33.88138
30,1,2,2,1,21.20105
30,1,0,3,0,16.65619
30,1,0,3,1,16.03503
30,1,1,3,0,82.4147
30,1,1,3,1,57.37598
30,1,2,3,0,20.80029
30,1,2,3,1,18.19702
